NO_OF_FRAMES	2000
NO_OF_CAMERAS	10
NO_OF_MARKERS	15
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2026-01-19, 10:19:43.755	2063631.96175450
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	
58	0.57000	819.847	277.876	22.319	694.502	-183.226	97.467	732.664	-170.560	964.223	630.456	14.247	1479.135	687.399	219.622	101.646	758.017	188.363	525.297	733.800	-137.732	1503.576	903.764	214.476	55.485	634.092	165.892	81.022	830.497	-228.739	24.563	721.945	179.048	1500.026	642.450	-126.494	78.584	743.897	-151.944	516.434	711.105	200.024	979.073	909.476	-159.981	61.328
59	0.58000	819.836	277.866	22.299	694.489	-183.219	97.463	732.728	-170.547	964.206	630.370	14.259	1479.123	687.403	219.619	101.639	757.970	188.334	525.286	733.787	-137.703	1503.679	903.739	214.471	55.472	634.084	165.900	81.048	830.481	-228.687	24.588	721.847	179.087	1500.077	642.466	-126.530	78.606	743.905	-151.798	516.362	710.988	200.010	979.089	909.486	-159.983	61.362
60	0.59000	819.836	277.876	22.332	694.503	-183.256	97.509	732.746	-170.553	964.225	630.301	14.270	1479.103	687.380	219.610	101.637	757.938	188.366	525.290	733.735	-137.666	1503.787	903.738	214.494	55.514	634.088	165.878	81.020	830.494	-228.714	24.630	721.668	179.106	1500.039	642.454	-126.512	78.581	743.927	-151.807	516.355	710.913	199.992	979.087	909.470	-159.969	61.350
61	0.60000	819.824	277.866	22.320	694.514	-183.265	97.528	732.790	-170.561	964.230	630.272	14.279	1479.105	687.373	219.614	101.625	757.879	188.402	525.277	733.674	-137.610	1503.783	903.743	214.455	55.496	634.075	165.906	81.040	830.505	-228.738	24.622	721.558	179.130	1500.105	642.458	-126.523	78.594	743.935	-151.847	516.415	710.840	199.961	979.084	909.460	-159.983	61.354
62	0.61000	819.827	277.854	22.303	694.503	-183.215	97.451	732.826	-170.565	964.238	630.214	14.300	1479.099	687.370	219.626	101.613	757.843	188.352	525.236	733.619	-137.562	1503.822	903.743	214.466	55.517	634.084	165.895	81.009	830.494	-228.716	24.577	721.451	179.153	1500.121	642.442	-126.506	78.610	743.938	-151.936	516.476	710.774	199.916	979.063	909.476	-159.972	61.360
63	0.62000	819.833	277.856	22.312	694.509	-183.236	97.486	732.868	-170.568	964.236	630.172	14.306	1479.098	687.370	219.597	101.611	757.813	188.358	525.244	733.601	-137.536	1503.877	903.738	214.481	55.525	634.067	165.891	81.004	830.520	-228.741	24.608	721.308	179.167	1500.090	642.454	-126.499	78.605	743.974	-151.938	516.449	710.718	199.888	979.043	909.472	-159.959	61.368
64	0.63000	819.843	277.879	22.302	694.514	-183.276	97.527	732.914	-170.583	964.282	630.137	14.262	1479.080	687.351	219.594	101.587	757.802	188.381	525.240	733.582	-137.535	1503.851	903.744	214.485	55.531	634.072	165.881	81.004	830.492	-228.703	24.590	721.173	179.169	1500.023	642.442	-126.463	78.637	743.962	-152.100	516.593	710.684	199.890	979.018	909.477	-159.966	61.362
65	0.64000	819.844	277.857	22.306	694.531	-183.249	97.494	732.929	-170.576	964.248	630.058	14.228	1479.072	687.360	219.598	101.588	757.764	188.372	525.251	733.556	-137.509	1503.847	903.753	214.499	55.517	634.089	165.883	81.009	830.529	-228.757	24.465	721.001	179.140	1500.091	642.448	-126.469	78.567	743.935	-151.834	516.408	710.663	199.884	979.000	909.474	-159.962	61.346
66	0.65000	819.829	277.854	22.329	694.521	-183.250	97.466	732.949	-170.573	964.238	630.017	14.197	1479.040	687.380	219.595	101.563	757.740	188.379	525.265	733.550	-137.477	1503.829	903.760	214.479	55.565	634.068	165.880	81.003	830.480	-228.696	24.481	720.893	179.176	1499.971	642.470	-126.488	78.576	743.952	-151.894	516.404	710.648	199.916	978.982	909.475	-159.951	61.355
67	0.66000	819.832	277.846	22.298	694.497	-183.231	97.434	732.961	-170.575	964.209	629.978	14.187	1479.037	687.364	219.604	101.583	757.761	188.333	525.221	733.588	-137.501	1503.833	903.753	214.477	55.526	634.074	165.873	81.007	830.509	-228.748	24.570	720.780	179.174	1499.970	642.470	-126.524	78.614	743.968	-151.941	516.446	710.651	199.917	978.938	909.482	-159.981	61.361
68	0.67000	819.831	277.864	22.313	694.491	-183.216	97.414	732.947	-170.562	964.213	629.959	14.150	1478.979	687.359	219.596	101.560	757.761	188.344	525.238	733.566	-137.486	1503.760	903.728	214.460	55.548	634.077	165.882	81.002	830.517	-228.701	24.571	720.641	179.186	1499.910	642.455	-126.545	78.570	743.972	-152.073	516.547	710.652	199.919	978.942	909.476	-159.985	61.344
69	0.68000	819.836	277.871	22.317	694.487	-183.263	97.449	732.955	-170.547	964.169	629.888	14.079	1479.042	687.372	219.587	101.558	757.751	188.356	525.256	733.625	-137.501	1503.722	903.736	214.501	55.532	634.065	165.889	81.011	830.497	-228.701	24.620	720.508	179.202	1499.839	642.457	-126.520	78.564	743.960	-152.010	516.471	710.645	199.899	978.928	909.465	-159.972	61.337
70	0.69000	819.834	277.849	22.331	694.503	-183.248	97.444	732.931	-170.569	964.179	629.873	14.072	1478.985	687.363	219.595	101.577	757.738	188.322	525.216	733.675	-137.508	1503.694	903.733	214.474	55.533	634.061	165.874	80.996	830.508	-228.723	24.605	720.398	179.224	1499.796	642.444	-126.520	78.589	743.910	-152.125	516.596	710.674	199.902	978.915	909.471	-159.984	61.349
71	0.70000	819.812	277.873	22.307	694.508	-183.242	97.457	732.935	-170.561	964.150	629.867	14.024	1479.012	687.364	219.600	101.588	757.738	188.343	525.214	733.736	-137.527	1503.627	903.744	214.481	55.529	634.056	165.886	80.994	830.517	-228.700	24.640	720.345	179.257	1499.748	642.450	-126.505	78.556	743.919	-152.048	516.500	710.684	199.891	978.918	909.466	-159.971	61.378
72	0.71000	819.823	277.842	22.323	694.516	-183.303	97.522	732.942	-170.557	964.132	629.865	13.977	1479.001	687.352	219.588	101.564	757.744	188.315	525.225	733.809	-137.554	1503.625	903.734	214.482	55.564	634.064	165.900	80.993	830.516	-228.761	24.588	720.260	179.251	1499.783	642.445	-126.506	78.565	743.911	-152.091	516.462	710.698	199.885	978.903	909.473	-159.975	61.384
73	0.72000	819.842	277.860	22.316	694.508	-183.301	97.518	732.931	-170.566	964.169	629.850	13.952	1479.012	687.367	219.582	101.558	757.751	188.334	525.236	733.873	-137.599	1503.567	903.736	214.485	55.536	634.055	165.879	80.979	830.500	-228.706	24.564	720.188	179.250	1499.732	642.458	-126.503	78.567	743.882	-151.722	516.253	710.706	199.891	978.896	909.457	-159.977	61.380
74	0.73000	819.834	277.858	22.310	694.521	-183.272	97.482	732.943	-170.573	964.140	629.883	13.927	1478.979	687.373	219.592	101.573	757.758	188.293	525.199	733.904	-137.590	1503.522	903.736	214.450	55.504	634.086	165.864	80.992	830.530	-228.747	24.630	720.160	179.258	1499.666	642.459	-126.533	78.590	743.875	-152.114	516.475	710.732	199.914	978.895	909.460	-159.979	61.392
75	0.74000	819.845	277.869	22.308	694.520	-183.265	97.504	732.949	-170.560	964.126	629.881	13.884	1478.986	687.360	219.605	101.596	757.767	188.321	525.216	733.962	-137.585	1503.473	903.722	214.470	55.526	634.079	165.883	80.982	830.514	-228.730	24.560	720.124	179.252	1499.646	642.456	-126.534	78.578	743.844	-151.856	516.313	710.717	199.911	978.895	909.470	-159.967	61.373
76	0.75000	819.842	277.857	22.312	694.509	-183.242	97.439	732.955	-170.578	964.099	629.887	13.859	1478.992	687.371	219.575	101.564	757.767	188.350	525.233	734.037	-137.591	1503.443	903.737	214.478	55.525	634.072	165.875	80.993	830.491	-228.697	24.528	720.064	179.231	1499.675	642.437	-126.510	78.563	743.870	-151.922	516.309	710.721	199.932	978.876	909.466	-159.974	61.380
77	0.76000	819.845	277.859	22.305	694.521	-183.264	97.478	732.936	-170.586	964.107	629.889	13.820	1478.981	687.364	219.589	101.567	757.759	188.305	525.218	734.067	-137.575	1503.414	903.748	214.498	55.536	634.041	165.877	80.984	830.517	-228.733	24.550	720.008	179.224	1499.620	642.447	-126.518	78.562	743.829	-152.009	516.373	710.716	199.900	978.865	909.475	-159.993	61.371
78	0.77000	819.829	277.857	22.298	694.499	-183.279	97.442	732.987	-170.616	964.121	629.887	13.801	1478.998	687.360	219.566	101.578	757.768	188.346	525.246	734.105	-137.601	1503.389	903.732	214.494	55.518	634.076	165.873	80.996	830.518	-228.732	24.564	719.983	179.229	1499.629	642.438	-126.512	78.554	743.805	-152.108	516.501	710.710	199.904	978.870	909.469	-159.974	61.370
79	0.78000	819.835	277.860	22.314	694.507	-183.273	97.491	733.000	-170.621	964.109	629.906	13.779	1479.000	687.368	219.581	101.572	757.751	188.317	525.247	734.142	-137.606	1503.388	903.742	214.476	55.493	634.059	165.872	80.990	830.523	-228.737	24.593	719.983	179.241	1499.575	642.445	-126.527	78.578	743.837	-152.221	516.584	710.685	199.869	978.856	909.488	-159.986	61.396
80	0.79000	819.831	277.862	22.325	694.512	-183.254	97.474	733.041	-170.650	964.131	629.924	13.772	1479.022	687.356	219.569	101.569	757.702	188.268	525.235	734.174	-137.605	1503.366	903.754	214.468	55.527	634.063	165.889	81.026	830.561	-228.762	24.591	719.963	179.256	1499.565	642.449	-126.524	78.590	743.832	-151.844	516.270	710.659	199.848	978.872	909.481	-159.975	61.382
81	0.80000	819.830	277.854	22.308	694.523	-183.296	97.491	733.071	-170.665	964.128	629.943	13.757	1479.002	687.369	219.578	101.603	757.709	188.309	525.258	734.172	-137.606	1503.377	903.747	214.467	55.508	634.080	165.890	81.009	830.503	-228.695	24.555	719.945	179.249	1499.610	642.451	-126.534	78.598	743.856	-152.149	516.502	710.629	199.843	978.861	909.487	-159.986	61.353
82	0.81000	819.834	277.863	22.317	694.515	-183.281	97.496	733.098	-170.671	964.114	629.935	13.764	1479.032	687.353	219.572	101.602	757.690	188.296	525.253	734.161	-137.633	1503.374	903.771	214.475	55.509	634.073	165.870	81.014	830.546	-228.747	24.572	719.947	179.283	1499.542	642.479	-126.526	78.580	743.892	-151.955	516.307	710.619	199.820	978.860	909.489	-159.971	61.361
83	0.82000	819.829	277.864	22.318	694.537	-183.294	97.500	733.129	-170.694	964.167	629.943	13.802	1479.012	687.363	219.562	101.594	757.671	188.330	525.273	734.147	-137.598	1503.350	903.763	214.498	55.523	634.076	165.869	81.012	830.514	-228.719	24.593	719.937	179.265	1499.618	642.464	-126.496	78.605	743.881	-152.291	516.596	710.585	199.805	978.865	909.491	-159.967	61.366
84	0.83000	819.829	277.872	22.308	694.539	-183.289	97.489	733.181	-170.709	964.173	629.952	13.796	1479.007	687.365	219.553	101.596	757.673	188.287	525.215	734.121	-137.606	1503.391	903.760	214.498	55.532	634.069	165.870	81.003	830.488	-228.726	24.473	719.950	179.266	1499.603	642.460	-126.541	78.603	743.915	-152.084	516.416	710.564	199.811	978.848	909.500	-159.967	61.353
85	0.84000	819.844	277.859	22.301	694.548	-183.254	97.439	733.189	-170.747	964.198	629.943	13.784	1478.990	687.377	219.559	101.569	757.693	188.309	525.268	734.089	-137.618	1503.350	903.785	214.496	55.514	634.078	165.860	81.042	830.557	-228.749	24.598	719.931	179.255	1499.630	642.463	-126.544	78.657	743.963	-151.905	516.260	710.550	199.791	978.860	909.504	-159.983	61.352
86	0.85000	819.835	277.862	22.295	694.580	-183.314	97.507	733.213	-170.771	964.222	629.933	13.798	1478.945	687.363	219.536	101.609	757.704	188.265	525.231	734.068	-137.630	1503.363	903.780	214.503	55.508	634.090	165.852	81.046	830.532	-228.750	24.576	719.931	179.228	1499.667	642.468	-126.541	78.616	743.961	-152.111	516.485	710.527	199.745	978.826	909.512	-159.972	61.353
87	0.86000	819.840	277.851	22.290	694.562	-183.336	97.515	733.230	-170.774	964.197	629.939	13.767	1478.942	687.378	219.541	101.602	757.707	188.275	525.253	733.985	-137.630	1503.307	903.793	214.482	55.496	634.094	165.860	81.047	830.568	-228.749	24.589	719.923	179.205	1499.614	642.480	-126.558	78.644	743.970	-152.007	516.387	710.542	199.754	978.834	909.528	-159.988	61.332
88	0.87000	819.846	277.859	22.300	694.563	-183.328	97.510	733.269	-170.776	964.180	629.931	13.757	1478.918	687.392	219.537	101.626	757.731	188.278	525.272	733.986	-137.646	1503.282	903.800	214.484	55.473	634.094	165.857	81.046	830.577	-228.748	24.583	719.910	179.170	1499.657	642.494	-126.549	78.658	744.012	-152.029	516.416	710.519	199.715	978.818	909.530	-159.990	61.320
89	0.88000	819.849	277.850	22.289	694.577	-183.331	97.550	733.289	-170.800	964.193	629.926	13.728	1478.896	687.377	219.546	101.607	757.769	188.290	525.299	733.970	-137.670	1503.286	903.792	214.486	55.462	634.102	165.879	81.057	830.534	-228.789	24.598	719.877	179.127	1499.720	642.475	-126.535	78.654	744.002	-152.176	516.541	710.515	199.714	978.820	909.530	-159.981	61.326
90	0.89000	819.832	277.843	22.290	694.571	-183.309	97.534	733.322	-170.841	964.212	629.921	13.703	1478.907	687.393	219.549	101.645	757.779	188.252	525.281	733.951	-137.703	1503.256	903.812	214.493	55.456	634.129	165.849	81.058	830.529	-228.684	24.646	719.785	179.081	1499.659	642.490	-126.526	78.643	744.034	-151.945	516.383	710.499	199.702	978.840	909.537	-159.994	61.311
91	0.90000	819.843	277.856	22.288	694.578	-183.332	97.585	733.321	-170.837	964.239	629.903	13.673	1478.903	687.403	219.541	101.625	757.797	188.282	525.316	733.924	-137.730	1503.243	903.798	214.504	55.461	634.100	165.888	81.076	830.548	-228.710	24.680	719.779	179.052	1499.799	642.486	-126.556	78.639	744.069	-152.072	516.457	710.475	199.671	978.837	909.554	-159.995	61.305
92	0.91000	819.842	277.849	22.274	694.590	-183.297	97.572	733.347	-170.875	964.267	629.887	13.654	1478.918	687.416	219.536	101.636	757.789	188.234	525.282	733.948	-137.736	1503.294	903.827	214.497	55.450	634.123	165.858	81.080	830.543	-228.770	24.608	719.733	179.029	1499.779	642.508	-126.507	78.701	744.078	-152.255	516.590	710.460	199.671	978.876	909.557	-160.006	61.273
93	0.92000	819.843	277.868	22.289	694.606	-183.319	97.633	733.382	-170.886	964.278	629.875	13.703	1478.911	687.419	219.535	101.653	757.790	188.227	525.287	733.929	-137.746	1503.247	903.824	214.525	55.440	634.124	165.854	81.101	830.552	-228.759	24.588	719.688	179.011	1499.786	642.501	-126.532	78.696	744.138	-151.992	516.434	710.444	199.658	978.887	909.579	-159.995	61.298
94	0.93000	819.852	277.843	22.275	694.627	-183.303	97.620	733.384	-170.903	964.253	629.861	13.676	1478.907	687.421	219.533	101.685	757.808	188.241	525.322	733.884	-137.746	1503.245	903.840	214.524	55.406	634.136	165.858	81.129	830.575	-228.774	24.698	719.680	179.010	1499.759	642.517	-126.545	78.697	744.132	-152.097	516.505	710.443	199.653	978.866	909.585	-160.004	61.255
95	0.94000	819.854	277.842	22.277	694.650	-183.303	97.609	733.409	-170.896	964.274	629.854	13.693	1478.902	687.418	219.507	101.685	757.815	188.247	525.333	733.823	-137.734	1503.244	903.858	214.526	55.389	634.166	165.842	81.125	830.569	-228.789	24.579	719.650	178.997	1499.697	642.520	-126.548	78.738	744.158	-151.911	516.384	710.426	199.610	978.855	909.594	-160.028	61.234
96	0.95000	819.852	277.859	22.274	694.647	-183.296	97.666	733.413	-170.892	964.293	629.823	13.695	1478.888	687.458	219.515	101.719	757.864	188.266	525.373	733.767	-137.734	1503.232	903.853	214.525	55.378	634.164	165.889	81.169	830.546	-228.777	24.450	719.617	178.983	1499.713	642.524	-126.513	78.761	744.180	-151.830	516.352	710.423	199.648	978.856	909.625	-160.019	61.192
97	0.96000	819.852	277.858	22.254	694.653	-183.291	97.623	733.411	-170.898	964.311	629.812	13.712	1478.891	687.462	219.535	101.745	757.900	188.235	525.359	733.686	-137.746	1503.287	903.893	214.481	55.308	634.176	165.842	81.163	830.576	-228.758	24.456	719.597	178.965	1499.712	642.532	-126.527	78.759	744.185	-151.923	516.474	710.421	199.630	978.870	909.646	-160.038	61.138
98	0.97000	819.875	277.864	22.269	694.680	-183.301	97.650	733.419	-170.880	964.334	629.805	13.763	1478.931	687.478	219.522	101.738	757.957	188.264	525.435	733.584	-137.722	1503.235	903.902	214.520	55.294	634.195	165.860	81.197	830.565	-228.775	24.590	719.581	178.968	1499.792	642.551	-126.516	78.781	744.227	-151.947	516.460	710.391	199.631	978.878	909.646	-160.049	61.114
99	0.98000	819.871	277.852	22.242	694.695	-183.280	97.626	733.421	-170.882	964.338	629.771	13.781	1478.910	687.504	219.533	101.760	758.028	188.253	525.445	733.503	-137.737	1503.254	903.907	214.473	55.250	634.207	165.857	81.199	830.581	-228.759	24.561	719.573	178.961	1499.689	642.559	-126.528	78.815	744.260	-152.102	516.644	710.362	199.618	978.918	909.666	-160.055	61.046
100	0.99000	819.876	277.850	22.234	694.722	-183.260	97.621	733.417	-170.886	964.339	629.760	13.826	1478.922	687.526	219.551	101.768	758.104	188.275	525.480	733.391	-137.735	1503.240	903.923	214.521	55.238	634.210	165.874	81.220	830.555	-228.739	24.537	719.584	178.966	1499.755	642.563	-126.497	78.827	744.283	-152.162	516.717	710.306	199.583	978.938	909.703	-160.042	61.032
101	1.00000	819.881	277.871	22.230	694.738	-183.281	97.661	733.398	-170.920	964.387	629.735	13.868	1478.991	687.556	219.558	101.782	758.172	188.264	525.459	733.284	-137.755	1503.242	903.962	214.484	55.195	634.218	165.899	81.284	830.643	-228.812	24.531	719.582	178.964	1499.788	642.590	-126.520	78.826	744.350	-152.173	516.732	710.264	199.576	978.977	909.727	-160.038	60.953
102	1.01000	819.883	277.863	22.221	694.779	-183.261	97.678	733.376	-170.945	964.407	629.723	13.902	1478.985	687.554	219.554	101.850	758.230	188.287	525.518	733.186	-137.762	1503.270	903.970	214.505	55.146	634.234	165.923	81.308	830.614	-228.801	24.628	719.587	178.969	1499.849	642.613	-126.535	78.897	744.387	-152.172	516.784	710.225	199.567	979.011	909.753	-160.049	60.853
103	1.02000	819.880	277.878	22.239	694.821	-183.252	97.698	733.352	-170.955	964.439	629.685	13.912	1479.049	687.556	219.581	101.888	758.308	188.315	525.531	733.091	-137.777	1503.314	903.992	214.483	55.085	634.241	165.955	81.361	830.598	-228.864	24.447	719.609	178.957	1499.851	642.635	-126.535	78.973	744.474	-151.884	516.575	710.150	199.571	979.054	909.830	-160.021	60.738
104	1.03000	819.903	277.886	22.185	694.846	-183.250	97.734	733.297	-170.955	964.464	629.651	13.983	1479.077	687.586	219.630	101.913	758.379	188.320	525.576	732.946	-137.759	1503.336	904.033	214.514	54.994	634.281	165.952	81.392	830.632	-228.743	24.516	719.621	178.957	1499.850	642.668	-126.470	79.014	744.522	-152.235	516.907	710.088	199.561	979.078	909.901	-159.996	60.583
105	1.04000	819.935	277.889	22.188	694.924	-183.228	97.745	733.145	-170.812	964.356	629.600	13.993	1479.181	687.604	219.646	101.968	758.449	188.324	525.650	732.823	-137.776	1503.359	904.087	214.513	54.891	634.286	165.992	81.448	830.636	-228.802	24.443	719.636	178.938	1499.965	642.727	-126.479	79.115	744.718	-152.097	516.811	710.013	199.567	979.098	909.996	-159.987	60.466
106	1.05000	819.928	277.895	22.158	694.981	-183.268	97.804	733.045	-170.999	964.604	629.591	14.047	1479.259	687.636	219.687	102.027	758.542	188.390	525.763	732.720	-137.820	1503.435	904.148	214.506	54.823	634.335	166.008	81.511	830.682	-228.791	24.563	719.677	178.904	1500.112	642.761	-126.461	79.193	744.991	-152.051	516.819	709.915	199.545	979.133	910.087	-159.963	60.355
107	1.06000	819.957	277.889	22.145	695.066	-183.271	97.874	732.841	-171.048	964.726	629.528	14.043	1479.393	687.684	219.723	102.097	758.658	188.486	525.906	732.633	-137.835	1503.477	904.207	214.550	54.670	634.379	166.058	81.603	830.714	-228.766	24.574	719.679	178.880	1500.213	642.804	-126.469	79.257	745.254	-152.018	516.864	709.766	199.514	979.207	910.207	-159.971	60.193
108	1.07000	819.960	277.893	22.106	695.172	-183.254	97.889	732.629	-171.056	964.908	629.480	14.053	1479.604	687.713	219.764	102.222	758.787	188.450	525.997	732.504	-137.878	1503.540	904.272	214.577	54.591	634.424	166.073	81.720	830.716	-228.776	24.495	719.728	178.863	1500.342	642.828	-126.461	79.316	745.461	-152.397	517.223	709.604	199.512	979.319	910.343	-159.970	60.049
109	1.08000	819.975	277.907	22.109	695.256	-183.259	97.933	732.383	-171.037	964.982	629.404	14.100	1479.835	687.763	219.807	102.324	758.964	188.511	526.136	732.406	-137.924	1503.687	904.338	214.610	54.484	634.483	166.117	81.802	830.758	-228.827	24.511	719.750	178.842	1500.550	642.879	-126.433	79.385	745.950	-152.105	517.248	709.364	199.517	979.467	910.465	-159.987	59.894
110	1.09000	819.986	277.914	22.068	695.406	-183.235	97.981	731.982	-171.055	965.223	629.323	14.093	1480.089	687.812	219.852	102.407	759.178	188.547	526.266	732.273	-137.968	1503.774	904.403	214.598	54.312	634.526	166.163	81.886	830.731	-228.735	24.543	719.783	178.847	1500.648	642.921	-126.426	79.432	746.329	-152.188	517.380	709.046	199.566	979.650	910.548	-159.976	59.745
111	1.10000	820.011	277.911	22.032	695.492	-183.280	98.071	731.636	-171.139	965.428	629.241	14.079	1480.362	687.898	219.931	102.535	759.485	188.667	526.424	732.180	-138.016	1504.001	904.486	214.576	54.198	634.592	166.238	82.018	830.781	-228.786	24.513	719.803	178.840	1500.818	642.968	-126.420	79.503	746.983	-152.273	517.586	708.705	199.611	979.853	910.652	-159.957	59.580
112	1.11000	820.043	277.931	22.024	695.651	-183.297	98.174	731.114	-171.199	965.752	629.206	14.071	1480.704	687.990	219.979	102.604	759.964	188.699	526.607	732.078	-138.041	1504.199	904.575	214.627	54.049	634.658	166.295	82.138	830.830	-228.777	24.644	719.777	178.791	1501.025	643.065	-126.430	79.579	747.598	-152.320	517.833	708.192	199.655	980.073	910.748	-159.943	59.441
113	1.12000	820.068	277.941	21.995	695.789	-183.228	98.268	730.527	-171.333	966.075	629.190	14.059	1481.049	688.077	220.045	102.702	760.484	188.674	526.729	731.924	-138.086	1504.429	904.648	214.663	53.904	634.698	166.327	82.229	830.827	-228.781	24.589	719.791	178.739	1501.421	643.128	-126.354	79.725	748.401	-152.377	518.145	707.645	199.669	980.270	910.840	-159.937	59.297
114	1.13000	820.093	277.952	21.999	695.933	-183.211	98.369	729.725	-171.506	966.445	629.168	14.050	1481.478	688.181	220.086	102.787	761.201	188.644	526.809	731.882	-138.184	1504.749	904.715	214.674	53.813	634.775	166.362	82.349	830.834	-228.712	24.627	719.833	178.687	1501.712	643.216	-126.320	79.804	749.307	-152.512	518.523	706.949	199.646	980.500	910.953	-159.909	59.110
115	1.14000	820.111	277.918	21.960	696.102	-183.182	98.450	728.756	-171.645	966.838	629.235	14.017	1481.952	688.283	220.104	102.930	761.964	188.571	526.894	731.856	-138.261	1505.051	904.819	214.666	53.695	634.817	166.367	82.414	830.860	-228.719	24.625	719.952	178.643	1502.137	643.303	-126.330	79.912	750.376	-152.074	518.471	706.115	199.665	980.725	911.049	-159.874	58.989
116	1.15000	820.137	277.921	21.945	696.272	-183.161	98.494	727.619	-171.804	967.273	629.304	13.965	1482.514	688.407	220.093	103.032	762.849	188.417	526.970	731.950	-138.337	1505.407	904.890	214.628	53.566	634.886	166.390	82.563	830.892	-228.742	24.665	720.110	178.554	1502.591	643.389	-126.339	80.033	751.499	-152.404	519.115	705.156	199.677	980.946	911.159	-159.828	58.867
117	1.16000	820.146	277.927	21.968	696.446	-183.168	98.571	726.285	-171.948	967.698	629.501	13.931	1483.125	688.487	220.079	103.123	763.793	188.284	527.123	732.099	-138.438	1505.809	904.970	214.637	53.465	634.984	166.406	82.676	830.899	-228.755	24.649	720.370	178.460	1503.117	643.436	-126.319	80.096	752.678	-152.134	519.264	704.087	199.652	981.110	911.254	-159.807	58.725
118	1.17000	820.166	277.922	21.945	696.608	-183.119	98.628	724.845	-172.032	968.175	629.763	13.862	1483.914	688.625	220.033	103.246	764.801	188.121	527.255	732.329	-138.531	1506.162	905.081	214.600	53.358	635.033	166.419	82.827	830.910	-228.736	24.650	720.704	178.338	1503.667	643.489	-126.293	80.192	753.845	-152.412	519.843	702.934	199.588	981.270	911.366	-159.763	58.614
119	1.18000	820.202	277.902	21.941	696.794	-183.182	98.779	723.264	-172.023	968.627	630.133	13.848	1484.724	688.781	220.018	103.415	765.850	187.923	527.354	732.698	-138.621	1506.551	905.174	214.589	53.237	635.094	166.392	82.924	830.975	-228.743	24.704	720.541	178.442	1504.241	643.573	-126.235	80.293	755.076	-152.391	520.131	701.647	199.387	981.442	911.436	-159.716	58.479
120	1.19000	820.219	277.914	21.959	696.965	-183.207	98.841	721.557	-171.963	969.071	630.504	13.783	1485.629	688.945	220.001	103.555	766.882	187.703	527.502	733.108	-138.729	1506.926	905.244	214.585	53.111	635.174	166.407	83.061	830.966	-228.685	24.698	721.030	178.336	1504.784	643.627	-126.274	80.374	756.373	-152.430	520.372	700.152	199.147	981.620	911.522	-159.705	58.366
121	1.20000	820.233	277.913	21.946	697.115	-183.249	98.889	719.696	-171.853	969.481	630.985	13.759	1486.505	689.097	219.967	103.660	767.851	187.492	527.595	733.614	-138.786	1507.233	905.307	214.600	53.048	635.255	166.397	83.190	830.975	-228.651	24.756	721.676	178.210	1505.320	643.637	-126.295	80.424	757.540	-152.628	520.673	698.444	198.844	981.900	911.583	-159.677	58.297
